,ID,Gender,Race,Age_at_Release,Residence_PUMA,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
13193,13551,1,1,55,21,3.0,0,3,3,1.5,10,6,3,1,0,4,0,0,3,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0,1
13194,13552,1,1,45,16,6.0,0,3,3,2.5,10,6,3,5,0,5,1,1,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,1
13195,13553,1,1,55,10,2.0,0,0,0,0.5,5,6,0,0,2,5,0,0,3,4,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0.729411765,1.0,1,1
13196,13554,1,0,35,2,4.0,0,2,2,1.5,7,5,1,1,2,3,0,1,3,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,10,3,0,0.760233918,1.0,0,1
13197,13555,1,1,35,20,7.0,1,1,1,3.5,6,4,3,2,1,3,1,0,3,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0.0,0.0,0,1
13198,13556,1,1,35,13,7.0,2,1,1,2.5,7,6,0,2,5,3,0,0,3,2,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0.853521127,0.51443662,0,1
13199,13557,1,0,35,25,7.0,1,3,3,0.5,10,6,3,5,1,5,1,1,3,4,1,3,0,1,0,1,0,1,0,0,1,1,0,0,0,4,0,0,0,0.982089552,3.0,0,0
13200,13558,1,0,35,18,7.0,2,3,3,1.5,7,6,1,3,2,3,0,1,3,2,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0,1
13201,13559,1,1,40,19,6.0,2,1,1,3.5,5,5,0,4,0,4,0,0,2,1,0,2,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1.0,0.355647517,0,0
13202,13560,1,1,40,6,3.0,0,3,3,0.5,6,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
13203,13561,1,1,35,17,7.0,0,2,2,2.5,7,2,2,3,2,2,0,0,2,2,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.912727273,1.0,0,1
13204,13562,1,1,45,3,5.0,0,3,3,3.5,8,4,3,3,2,0,0,0,3,2,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,0
13205,13563,1,1,45,15,5.0,0,1,1,3.5,9,6,2,5,3,5,0,0,3,4,1,3,2,1,0,0,0,1,0,1,1,1,1,0,1,3,0,0,2,0.305821025,0.317332754,0,1
13206,13564,1,1,40,18,8.0,1,2,2,2.5,10,6,3,5,3,1,0,0,3,4,1,3,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0.0,0.0,0,1
13207,13565,1,0,55,6,3.0,0,1,1,0.5,10,6,0,1,4,5,0,0,3,4,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,4,6,3,0,0.0,0.0,0,1
13208,13566,1,0,35,13,1.0,0,2,2,0.5,8,6,3,2,3,2,1,1,2,3,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1.0,0,1
13209,13567,1,0,40,17,7.0,0,2,2,2.5,4,6,0,1,3,2,1,1,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
13210,13568,1,0,35,9,6.0,2,3,3,0.5,4,4,1,2,1,2,1,0,2,3,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.765853659,1.781707317,0,1
13211,13569,1,0,40,1,5.0,1,3,3,2.5,5,6,1,0,3,2,0,0,2,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,3,1.0,0.753092784,1,0
13212,13570,0,0,45,20,2.0,0,1,1,0.5,6,3,0,5,2,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.988888889,1.0,0,0
13213,13571,1,1,35,15,7.0,2,1,1,0.5,6,6,2,2,1,2,1,0,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,1,3,0,0.0,0.0,0,1
13214,13572,1,1,35,19,10.0,1,2,2,1.5,10,3,3,0,2,5,1,1,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.120822622,0.187789203,0,1
13215,13573,1,1,35,21,3.0,0,3,3,0.5,10,4,3,2,4,3,0,1,1,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0.345454545,1.0,0,0
13216,13574,1,1,35,14,10.0,1,3,3,3.5,10,2,3,3,2,2,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.449367089,0.51371308,0,1
13217,13575,0,1,55,20,7.0,2,2,2,1.5,8,4,0,5,0,3,0,0,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
13218,13576,1,1,35,18,7.0,2,1,1,2.5,6,5,1,2,3,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31443299,0.753092784,1,1
13219,13577,1,1,35,5,10.0,1,3,3,2.5,10,3,1,2,2,5,1,0,2,4,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0,0.0,0.0,0,1
13220,13578,1,1,40,4,3.0,0,3,3,1.5,9,6,2,4,5,2,0,1,2,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0.967741935,1.039611006,1,0
13221,13579,0,0,40,24,10.0,1,0,0,1.5,10,6,3,5,3,5,0,1,3,4,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,4,10,0,1,1.0,0.952411995,0,0
13222,13580,1,0,45,11,1.0,0,3,3,1.5,10,6,0,4,5,1,0,0,2,4,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,0.746932515,0,1
13223,13581,1,1,35,23,8.0,2,0,0,3.5,10,6,3,5,5,1,0,0,2,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.254054054,1.0,0,1
13224,13582,1,1,35,20,7.0,2,3,3,2.5,3,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0.475728155,0.635217391,0,0
13225,13583,1,0,35,14,7.0,2,0,0,1.5,8,6,1,1,5,1,0,0,3,4,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,1,1.0,2.0,0,1
13226,13584,1,1,35,18,5.0,0,3,3,3.5,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0.475728155,0.635217391,0,0
13227,13585,1,1,55,17,7.0,0,3,3,2.5,10,2,0,3,5,5,1,0,3,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0.513078471,0.367454728,1,1
13228,13586,1,0,45,25,7.0,0,0,0,1.5,10,5,0,5,1,3,0,1,3,3,0,3,1,1,0,0,0,0,1,1,0,0,0,0,1,4,4,3,2,0.161946903,0.323230088,0,0
13229,13587,1,1,40,19,8.0,2,2,2,1.5,10,6,0,5,3,5,0,0,2,3,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.37944664,2.0,0,1
13230,13588,1,1,35,6,7.0,2,3,3,1.5,10,6,3,1,5,2,1,1,2,1,1,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,4,0,2,0.783606557,1.0,0,1
13231,13589,1,0,40,3,5.0,0,2,2,0.5,7,4,3,0,1,1,0,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,2,0.997542998,2.692260442,0,0
13232,13590,1,0,45,14,4.0,0,0,0,3.5,10,6,2,5,2,4,0,0,3,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,2,6,0,3,0.134275618,0.430212014,0,0
13233,13591,1,1,40,5,5.0,0,3,3,3.5,4,4,2,1,3,0,0,1,1,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.611854685,0.139674952,0,0
13234,13592,1,0,40,22,4.0,0,0,0,0.5,6,5,1,0,3,4,1,0,2,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1.0,4.0,0,1
13235,13593,1,0,45,3,3.0,0,2,2,0.5,8,6,0,1,5,3,0,0,1,3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
13236,13594,1,1,35,18,6.0,2,0,0,1.5,7,6,0,3,2,3,0,0,1,3,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.108829569,0.75,0,0
13237,13595,1,0,35,14,7.0,2,0,0,1.5,7,6,1,0,5,5,0,1,1,4,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,10,2,0,0.925650558,1.357806691,0,0
13238,13596,1,1,55,10,3.0,0,3,3,2.5,10,6,3,5,3,3,1,0,3,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0.0,0.0,1,0
13239,13597,1,1,40,2,7.0,2,3,3,3.5,8,6,2,2,3,5,0,1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0.666048237,0.451762523,0,0
13240,13598,1,0,40,4,3.0,0,1,1,1.5,7,6,1,5,3,5,0,0,3,4,1,3,2,1,0,0,0,0,1,1,0,0,0,0,1,3,6,0,3,0.437665782,0.322944297,0,0
13241,13599,1,0,40,20,5.0,0,0,0,1.5,10,6,1,5,4,5,0,0,0,4,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1.0,3.0,0,1
13242,13600,1,1,40,12,6.0,2,3,3,0.5,10,6,2,3,2,2,0,0,1,4,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1.0,0.968832891,0,1
13243,13601,1,0,45,23,3.0,0,0,0,0.5,10,1,0,5,1,5,0,0,3,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
13244,13602,1,1,40,3,9.0,1,0,0,2.5,10,6,3,5,2,4,0,1,2,4,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,0.616057234,0.290341812,1,1
13245,13603,0,0,40,14,8.0,2,1,1,1.5,8,6,0,4,3,4,0,0,1,4,0,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0.813688213,1.38878327,0,0
13246,13604,0,1,35,1,9.0,1,3,3,1.5,10,4,0,5,0,2,0,0,2,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1.0,1.628762542,1,0
13247,13605,1,1,40,22,5.0,0,1,1,1.5,10,6,0,1,5,4,0,0,3,4,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,6,0,2,0.0,0.0,0,1
13248,13606,1,1,55,3,3.0,0,2,2,0.5,10,6,2,5,0,5,0,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.525539568,0,0
13249,13607,1,0,45,19,7.0,2,0,0,1.5,9,6,3,3,4,5,0,0,2,4,1,2,2,1,0,0,0,1,1,0,0,0,0,0,1,4,3,2,0,0.0,0.0,0,1
13250,13608,1,1,55,19,1.0,0,3,3,0.5,5,6,0,0,5,4,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
13251,13609,1,1,35,20,8.0,0,2,2,3.5,10,4,2,0,5,5,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.113272311,0.417906178,0,1
13252,13610,1,0,35,19,3.0,0,3,3,2.5,6,6,1,2,4,5,0,0,2,4,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,4,6,0,3,0.458768873,0.636324042,0,0
13253,13611,1,0,35,1,4.0,0,2,2,1.5,10,3,2,1,5,3,0,0,3,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0.73880597,1.0,0,0
13254,13612,1,0,35,15,9.0,1,3,3,0.5,10,6,3,5,3,5,0,0,3,4,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1
13255,13613,1,1,40,25,6.0,2,3,3,2.5,10,6,1,5,2,2,0,1,3,4,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1
13256,13614,1,1,40,5,10.0,1,3,3,2.5,10,1,1,2,5,5,0,0,3,0,1,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,5,1,0,0.0,0.0,0,1
13257,13615,1,1,40,12,3.0,0,2,2,0.5,10,6,3,5,4,3,0,1,3,0,0,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1
13258,13616,1,0,30,17,7.0,0,1,1,1.5,8,6,1,0,5,5,1,0,2,4,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,4,5,0,1,0.136176066,1.004814305,0,1
13259,13617,1,1,35,3,5.0,1,2,2,2.5,7,4,1,3,1,5,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,4,10,3,0,0.727646454,1.126156218,0,0
13260,13618,1,0,40,24,6.0,2,2,2,0.5,5,6,1,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,4,6,0,0,1.0,0.814381271,0,0
13261,13619,1,1,40,16,6.0,1,0,0,2.5,10,2,1,2,2,5,1,1,2,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,3,1,0,0,0.0,0.0,0,1
13262,13620,1,0,40,1,8.0,0,2,2,1.5,10,6,0,3,5,5,0,0,3,4,0,3,2,1,0,0,0,0,1,0,0,1,1,0,0,4,0,0,2,0.0,0.0,0,0
13263,13621,1,1,40,22,3.0,0,3,3,0.5,10,6,2,2,0,5,0,0,1,4,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.583962264,0.344575472,0,1
13264,13622,1,1,35,4,4.0,0,0,0,2.5,8,2,0,1,5,3,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,4,0,0,0.466898955,1.0,0,1
13265,13623,1,1,35,24,6.0,2,0,0,0.5,6,6,1,2,2,5,0,0,3,4,0,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.969002695,0,0
13266,13625,1,0,40,16,5.0,2,2,2,1.5,9,6,2,3,5,1,0,1,2,4,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,4,0,0,1,0.0,0.0,0,1
13267,13626,1,1,40,8,8.0,2,2,2,1.5,7,6,1,5,2,2,1,0,3,3,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,1.290636042,0,1
13268,13627,1,1,35,3,6.0,2,2,2,1.5,5,5,3,1,1,1,0,0,3,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,3,10,3,1,1.0,0.811666667,0,0
13269,13628,1,1,40,1,6.0,0,2,2,1.5,10,4,3,2,5,4,1,1,3,2,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,3,0.475728155,0.635217391,0,0
13270,13629,1,1,35,11,4.0,0,3,3,0.5,10,6,1,5,0,5,0,0,3,4,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1
13271,13630,1,1,40,20,6.0,2,3,3,2.5,8,4,0,1,4,2,0,1,2,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.934579439,0.213346963,0,0
13272,13631,1,1,40,5,6.0,0,3,3,3.5,10,6,3,0,5,5,0,0,3,4,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.150574713,0.139942529,0,1
13273,13632,1,1,40,9,6.0,2,1,1,3.5,7,2,2,2,1,2,0,1,3,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0.991321119,0.352217936,0,1
13274,13633,1,1,40,20,4.0,0,3,3,1.5,2,2,1,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0.537182852,0.958661417,0,0
13275,13634,0,1,45,8,3.0,0,1,1,2.5,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
13276,13635,1,1,45,5,3.0,2,0,0,1.5,4,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,7,2,1,0.060382009,0.225046211,0,1
13277,13636,1,1,55,22,6.082216088328075,0,3,3,2.5,10,6,1,5,2,4,0,0,3,4,1,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,1
13278,13637,0,1,35,18,10.0,1,0,0,1.5,10,2,1,5,0,3,0,0,3,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1
13279,13638,1,1,35,18,7.0,2,3,3,1.5,7,6,2,0,5,2,0,0,2,3,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
13280,13639,1,0,35,3,6.082216088328075,1,2,2,2.5,9,4,0,5,1,5,1,1,3,3,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,4,0,0,1,0.0,0.0,0,0
13281,13640,1,1,45,2,9.0,1,2,2,3.5,10,4,2,5,0,2,0,1,3,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,4,5,3,1,0.552742616,0.77056962,0,1
13282,13641,1,0,45,4,4.0,0,3,3,1.5,8,6,3,2,4,4,1,0,3,4,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,4,2,0,3,0.0,0.0,0,1
13283,13642,1,0,40,16,5.0,0,2,2,1.5,6,3,3,0,0,2,1,0,3,3,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,6,0,2,0.87254902,1.0,0,1
13284,13643,1,1,40,3,4.0,0,0,0,1.5,10,6,3,2,5,5,0,0,3,2,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,0,0.0,0.0,0,0
13285,13644,1,0,40,5,3.0,0,3,3,0.5,2,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0,2,1.0,1.675458716,0,0
13286,13645,1,1,35,25,4.0,0,3,3,0.5,8,6,1,0,5,4,0,1,3,3,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,2,0.0,0.0,0,1
13287,13646,1,0,25,9,10.0,1,0,0,1.5,3,3,0,0,3,3,0,0,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4,8,0,3,0.981530343,0.963720317,0,1
13288,13647,0,0,30,3,9.0,1,3,3,1.5,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0.458190149,0.41838488,1,1
13289,13648,1,0,45,4,6.0,0,1,1,1.5,10,6,1,5,0,5,1,0,2,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.347826087,1.868286445,0,0
13290,13649,0,0,30,25,6.0,2,2,2,1.5,5,5,1,2,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
13291,13650,0,0,55,5,5.0,0,0,0,1.5,8,6,1,5,0,5,0,0,1,4,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,10,3,0,1.0,1.722877358,0,1
13292,13651,1,1,25,4,7.0,2,0,0,3.5,5,3,0,0,3,3,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.209677419,0.490927419,1,0
13293,13652,1,1,45,16,6.0,2,0,0,1.5,10,4,1,5,2,5,0,0,3,4,1,3,1,1,0,0,0,0,1,0,0,0,1,0,1,4,3,3,2,0.133578431,0.447610294,1,0
13294,13653,1,0,45,5,4.0,1,2,2,3.5,4,5,0,1,1,2,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,10,2,3,0.987544484,0.649911032,0,0
13295,13654,1,0,55,5,5.0,0,1,1,1.5,5,6,1,1,1,4,0,0,1,4,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,2,4,0,2,0.0,0.0,0,0
13296,13656,1,1,30,19,10.0,1,3,3,3.5,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,4,1,0,3,0.67170445,0.460012594,0,0
13297,13657,0,1,55,11,8.0,2,0,0,1.5,10,3,1,2,5,3,0,0,3,1,1,2,2,1,0,0,0,0,1,1,0,0,1,1,0,2,5,0,1,0.0,0.0,0,1
13298,13658,1,0,45,12,10.0,1,0,0,3.5,10,6,3,5,2,5,1,1,3,4,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1.0,2.0,0,1
13299,13659,1,1,30,19,7.0,2,0,0,0.5,9,4,0,2,2,5,0,1,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0.110280374,0.68271028,0,1
13300,13660,1,1,30,8,8.0,1,1,1,3.5,4,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,2,2,3,0.761557178,1.777372263,0,0
13301,13661,1,0,20,8,7.0,1,0,0,2.5,4,1,0,4,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,2,1,0.304589708,1.523991655,0,0
13302,13662,1,0,30,7,8.0,0,0,0,3.5,5,6,0,4,4,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2,0.251442704,0.301112943,0,1
13303,13663,1,0,35,17,4.0,0,3,3,3.5,3,3,1,0,3,1,0,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0.0,0.635217391,0,0
13304,13664,0,0,20,23,7.0,2,0,0,3.5,2,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,2.0,0,0
13305,13665,1,1,25,5,8.0,2,0,0,3.5,5,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,0,1,1.0,3.927419355,1,1
13306,13666,1,0,30,21,5.0,0,1,1,0.5,7,6,0,0,5,5,0,0,3,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,0.690307329,0.863475177,0,1
13307,13668,1,1,35,21,6.0,2,1,1,3.5,10,6,3,3,5,5,1,0,2,3,1,0,2,0,1,1,0,0,1,1,1,0,0,0,0,4,10,0,0,0.653266332,0.917713568,0,0
13308,13669,1,0,35,17,8.0,2,2,2,2.5,7,2,1,3,1,1,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0.756637168,1.0,0,0
13309,13670,0,0,35,17,10.0,1,3,3,2.5,10,6,0,5,4,5,0,0,2,3,0,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,6,0,0,0.946850394,0.718996063,1,1
13310,13671,0,0,40,17,10.0,0,1,1,1.5,10,6,0,5,5,5,0,0,2,4,0,3,1,1,0,0,0,1,1,1,0,0,1,1,0,4,4,3,3,0.353333333,1.0,0,1
13311,13672,1,0,30,7,8.0,2,1,1,1.5,5,3,0,3,0,5,1,0,2,4,0,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0.23696319,0.84029908,0,0
13312,13673,1,1,25,22,6.0,2,0,0,0.5,6,4,2,0,3,3,0,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,0,0.770632369,1.174437299,0,1
13313,13674,1,0,40,1,6.0,0,1,1,1.5,8,3,1,5,1,5,0,0,3,1,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.976604278,0,1
13314,13675,1,0,20,14,8.0,2,3,3,0.5,5,1,0,2,2,4,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1
13315,13676,1,0,35,22,8.0,0,2,2,2.5,6,2,0,5,0,3,0,0,2,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9,0,1,0.376221498,0.594869707,1,1
13316,13677,1,0,45,18,6.0,0,3,3,2.5,10,4,2,5,0,2,0,0,2,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.724018476,1.687066975,0,1
13317,13678,0,0,35,3,9.0,0,2,2,3.5,3,3,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.475728155,0.635217391,0,0
13318,13679,1,1,35,20,6.0,2,2,2,3.5,3,1,0,1,3,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,4,9,3,1,0.475728155,0.635217391,0,0
13319,13680,1,1,25,23,8.0,2,0,0,3.5,2,3,0,3,1,0,0,0,3,2,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0,1
13320,13681,1,0,30,15,9.0,0,0,0,1.5,10,3,0,3,2,5,0,0,3,2,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0
13321,13682,1,0,30,6,8.0,0,1,1,0.5,10,3,0,4,2,5,0,0,1,2,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0,1
13322,13683,1,1,25,12,8.0,2,1,1,1.5,10,6,2,1,4,5,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5,1,3,0.0,0.0,0,1
13323,13684,1,1,25,17,6.0,2,3,3,2.5,3,3,2,1,0,2,0,0,1,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1
13324,13686,1,0,30,24,8.0,2,1,1,2.5,4,6,0,5,2,4,0,0,2,4,0,3,2,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.276243094,1.008977901,0,1
13325,13687,1,1,55,15,6.082216088328075,0,2,2,1.5,10,4,2,1,5,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0,0.300617284,1,0
13326,13688,1,0,55,11,10.0,1,0,0,3.5,10,2,2,5,2,0,1,1,3,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,1,1.0,0.895220588,0,1
